"id","article_id","lieu_id"
"1e55858f-af59-42be-bf41-9cff59b28c6a","1687-06a_174","1b52a394-3468-4780-b6a1-20b301c7f7a1"
"1e57de8b-31d5-4801-8be3-8f76f435274d","1686-09a_164","61607c26-6213-43e2-8c46-0e825c211577"
"1e589fb8-1d98-4cb5-97db-cc1dadbc98b4","1701-12_092","708d6f32-c848-4af0-8385-766ee3111762"
"1e60154c-f732-4e44-b146-e394b4debcfb","1678-01_122","0e0823c8-bdd6-4dc8-8fb1-4a6f20215ca9"
"1e6f3501-aed9-4aaf-9708-fc57d62b96dc","1701-04a_016","ae4ee166-46d1-4fbf-a1c6-a24f275e467e"
"1e714b57-eef5-4378-8cdb-cc44769b3715","1679-10a_348","e3a01e1c-1fe5-4fdd-a0c1-b97e3ac7a218"
"1e73791c-3585-4240-9d74-1ed91624977c","1682-08_129","ef28d817-70a3-4ee9-a4ec-9ac225ab2cb6"
"1e826411-0b9b-4222-99e6-fddee27c87f9","1702-06b_1b","a6033216-c393-4189-8725-d5596e63a7a2"
"1e92beea-acdc-442c-91c5-682fc8266b58","1707-09_336","c6739517-c40f-40f2-b317-bd2d6fed6e65"
"1e939d59-c410-47da-8662-1880b852cc92","1682-09b_331b","f32cd4b2-30c6-43da-be23-df36cbb198c6"
"1eb292b8-8be1-49ad-aedc-1b0526597f25","1702-05_90","6653ea6b-23e3-4c29-8ccf-7ad1c7582e86"
"1ed7be23-3482-4241-9b5d-736a0b0784f7","1686-08_051","9b720522-c785-4b41-bf49-7d577f522e41"
"1ede11a5-6dbc-44de-8317-3061179d15e0","1682-09a_045","2e304db5-f7c2-418b-9620-4ea31c6be6c4"
"1f07010c-31c1-407c-a886-267eb61639e4","1679-10a_288","ba99af02-2f2d-4aa3-8ef1-36ddf2a8bdfb"
"1f0b579f-5e59-45f0-a549-221dde7b6093","1686-01_116","38939eaa-8547-44ee-ad75-633faa705322"
"1f0fb379-4f72-4a9d-ae00-c47383f268ac","1677-10_200","71757c21-98ad-4fce-97ec-78aa23083ed3"
"1f150c64-bc98-4684-9a7b-f020a752819b","1686-01_116","6c40ffbc-37f1-4e20-9a29-132b3722ca76"
"1f1c031a-2f57-44a6-9231-e6d262251d61","1687-06b_298","bc30b4ae-026b-4e5d-8e24-0a5950912933"
"1f2ccb9e-bf89-4119-a63f-e6ed531a0374","1687-03b_129","045236db-08e5-4456-b1e1-d036f38136ca"
"1f5d586e-ed13-47f0-8a09-fdfd5f19e09a","1688-10a_029","390a36c6-ec74-40c8-ab5c-0573dbddc823"
"1f78b93c-d00c-42dc-973c-dda7227c99bb","1685-08_164","e2a07a91-230d-448b-ad11-6e89698c3485"
"1f7b6aac-f8d7-4748-964c-716733995415","1705-04_273","2c069b91-d79f-4027-bc0b-34c6663c1118"
"1f85f51d-9fc8-4299-8705-100bfddf7c48","1680-04_254","fd864e92-225b-4f28-adf0-36fd1f88653a"
"1f8ae109-e193-4171-980f-180d1725d161","1707-11-12_146","82452869-ded2-4c6d-ab72-6a0fb55103c9"
"1f967058-17c1-475b-ab73-98fca308342a","1687-03b_312","cc8dfb3c-a28d-4d83-8374-bcba02e54c6d"
"1fc5474d-ce18-485f-841c-6d5a436397c4","1685-10_055","f954feb7-36c8-462f-8d07-049e0cfaa463"
"1fd129a3-dfb5-48c0-9c01-5b52a1fca5b1","1705-12_16","63b21e30-5c9d-4fbc-8fca-f81d99eb50e8"
"1fea0f33-3c98-4518-a07a-4d9fac6c39ee","1707-07_142","15471a84-f277-4f6d-97c8-858e7d5ca126"
"200f2fef-e45f-43ff-9327-f09cd5b105ec","1687-01b_162","62408c88-fe2c-4cf9-ab7e-8aa158004033"
"20376fa9-03f4-45ab-ba50-1ba208f0306e","1708-06_314","0a7be0ec-3331-487a-94fa-acf02e9ec492"
"205da804-ad26-44e5-8eac-0a7677f137ed","1679-04_118","49db34d5-f94e-4090-bd4c-a3f7fa781661"
"2061f5a0-c416-4526-b1f9-709421ff28b0","1704-07b_54","18a1957e-effe-488d-bdba-1acfdc5516d2"
"2062e44c-d5c1-4a57-83d3-660115f7d9ae","1692-03_219","ec90badd-3c12-4326-9c21-5783c305047c"
"20656399-1d1e-417d-8b00-400334fbb889","1682-08_146","47a3e0f3-0529-4e72-9763-3bf08e75b887"
"207f648f-d935-43a7-a8a5-97d2ecad7f55","1708-08_293","ffb7f29d-5c3a-4d1e-ad0a-a1ad5a4ccf33"
"2081d9b2-5041-430d-9f38-673cb508a88c","1686-10a_073","59b0c5c2-8eb2-4747-9998-c1b951bc64a8"
"208fc4c7-2251-48ca-b262-bcb80178b999","1679-02_200","5a127c94-58b2-450a-a6e9-28faeddb4000"
"209e4b79-eaaa-4ae0-afde-002fbb3463a1","1684-09_190","d3ced24e-fd0e-4345-b35e-23a415e07cd7"
"20a7380d-0b55-4a9f-9487-bf3febc79df4","1682-09a_050","1dfc0cdf-6e51-4827-8373-129e6a49b5ae"
"20c8965d-f8e3-4b20-aa5c-84023aa9542f","1682-08_122","01d0e303-2af0-4787-8613-00c662d6a42b"
"20cf4c6b-fda7-46dc-a72f-121cc7d732b5","1687-03b_031","84014a41-7bfd-4450-b2c8-7b295c671a75"
"20e008d0-3b21-4c6b-8e98-6d69783e4091","1704-01_13","283a146e-0865-4b0d-913d-06b5cd63517d"
"20edf5c9-0f1f-4084-a066-445090c56eae","1687-11_262","27201d4b-1f50-4c73-8852-17c1ad1f59f2"
"20f1bdbe-0c71-4ec7-abdd-480463363c43","1679-12_220","b41fc0d9-4cf0-4d4d-a041-3e92aff30beb"
"20fba793-1be4-42dc-8619-91dd7a9e796a","1672-01_187","ec48e203-d283-4f9f-9695-a994a5c4084c"
"210d296f-b466-4099-86c2-50aad60d3c11","1682-06_241","f01d623e-f9c7-484f-bfb3-6d0198f7c3d3"
"210df227-78e2-481a-97b1-3f6aa85c837c","1686-09a_244","7cb5b279-e8e2-4414-825a-38f4024ec91b"
"2150ab79-d179-4dd8-9d86-f09cb8673e6b","1680-08_137","a8b6f307-fbaa-4e2a-a87a-a31403597394"
"2151391c-f609-430a-adbf-42d388fe08dd","1684-02_097","2eb3ba29-38cf-475e-bb1c-92af1dfddc1e"
"216e440a-2978-4c9b-9f09-9a78d06cdb12","1703-06_350","2a7f83c9-9830-43fa-95a9-6663441e2e3b"
"2173aa54-0f54-42e6-8780-e77b51bb2092","1681-12_165","e38fec00-4767-44df-9b27-a83d28abce48"
"218105bd-c788-4756-9b82-9f36cf6fadee","1704-07b_292","dffb9bfe-b950-40b1-a2fa-201d490d9f11"
"21886ccb-437a-4f66-bf20-2a61c4cb43ef","1697-12_107","5fad08d5-858b-4ea8-bb74-09115d454e9e"
"218cec9d-f468-43d8-95c2-7951077cf213","1681-06_89","45a90c7f-df8b-4fbd-8346-c6f729509962"
"21982352-d86f-4932-9951-fd36ef35ea89","1679-09_072","f3455c43-6a1a-4715-99f6-6bfd61e69416"
"21a10cf6-fee9-43ff-98c1-8f9922c9e37d","1688-04a_056","be3654f7-3afc-4ecc-865d-87d1c7a399c5"
"21a6d67a-8fd5-41ad-b01a-e6178a9ad073","1708-01_325","ea8f4ad9-c429-4e6f-bd3d-0a2d5dcfcdb3"
"21a7c235-c747-4c0b-9eb3-c27cbf20cca6","1687-03b_279","2f49a111-f97f-4a48-941a-5c449f29b8c3"
"21ae73b6-f522-4a3b-b082-3940aa9f8f98","1680-07_224","1dd61811-185c-4839-a729-b211c9da9b37"
"21b8d483-3ad8-46cb-8237-4c7325bf6571","1707-11-12_146","7b05ed14-98e1-44b0-935f-d2562b7d529c"
"21bf6973-6dfa-4e24-a9be-cf7ef46082c2","1697-02_155","2d6d7c79-8c46-40bf-94ce-a7e7c9e2cbcf"
"21dbc36d-7f75-4c42-9fc1-ec403ef77e6c","1698-06_034","4b23d531-3082-42ec-a243-1044dd85138c"
"21e06030-21e1-4a09-a09f-c5193588795c","1682-09a_084","a24d5725-590e-4cf3-936f-53d89dcd167b"
"21e34a8c-9300-4972-a239-503bf3d69904","1701-02_260","79002dcf-398d-4558-89b2-fecefe12cafa"
"21e8e987-9066-4e63-9b19-05b53bc52d76","1688-03_025","1baa9b9e-412f-431a-971a-1f8ba2da280c"
"2210a4fd-a4f0-4d17-8a4b-3c5919dde71c","1707-03_44","a83e3f0f-2632-46c0-8f96-2130359875a9"
"2219d368-d973-4c7e-923c-8ec4a14b28ed","1701-03_211","ec4402f5-a508-43d3-8650-a790171bceeb"
"2238123f-2cf7-4af4-b612-c661a38a5e38","1707-10a_220","b28acc7d-3ac5-42a6-b868-4c946e0ae01d"
"2255950f-5b9c-4fad-8010-c7de335dae1b","1682-09b_262","5d5d9042-7565-4413-878a-06eddc4e74c1"
"22766d1c-61ca-40c4-aecb-175709bbd84e","1682-09b_015","ba4731f7-17d9-4fbd-9fb9-0cdf72923b7e"
"22803233-4a1c-4fd1-ad4e-54f9ca924673","1682-10b_092","d88206bb-eebd-4df4-969f-beef915923dc"
"2290e0b9-6662-4b31-8ee6-fde61290ad7e","1681-01_295","18a1957e-effe-488d-bdba-1acfdc5516d2"
"229e8509-3dc7-4de0-961c-34809249d3f1","1707-11-12_146","021dce51-a92d-4afe-98ea-b2c0b8b95c98"
"22a8930e-27e6-4c58-9ddf-e1ef3a7383df","1682-10b_180","ea6f5053-12bd-41e8-b5f4-a0d826031d25"
"22aee5a1-3502-4de8-b20f-8cf5d25cb53d","1710-05_225","c5d5080b-a673-4895-a7c8-d0fc4651b580"
"22cdfe37-c376-4446-a0b9-63ac6c8b4f88","1680-04_323","858f78d0-c0cc-4d6d-bc62-88ca328f20b5"
"22eaac2b-0406-42f5-b8c9-cd9af9b000e1","1682-08_122","58a5f773-cbcc-4ce0-acba-1a0f8297eac8"
"22ee9044-2f99-4824-9d53-63fc5bfd2194","1682-10a_120","611bc9a4-2079-4a24-ae15-739cdec94d39"
"231b3657-b05d-4b4b-b254-42489e8ba890","1681-11_56","bf69f3ae-6c83-46aa-88b7-3225e251aca1"
"232d515b-c173-4130-913a-a9cc8d3aa7e3","1685-07_263","5ab4efaa-fd35-409c-8371-8515288d40d6"
"2330b092-07a5-4fab-b692-9d155e5d353c","1682-07_169","2de84a20-5dce-49c3-8869-0a5147657164"
"2345428f-6430-45d3-a02e-45924be00741","1679-07_032","0d93709f-d324-4b2f-b6e8-fe17038e6ab5"
"234b1481-8621-44ab-a155-cfb9c5a91152","1692-01a_263","9c16e5f2-7274-4104-9458-d2931de78219"
"235079a6-7161-44e2-a57f-8dfe20b9ccb2","1683-02_017","b6b946dc-574a-4b9a-8996-47b13ec7dde9"
"2356742d-9d8c-4eb3-92ed-4a562cd6b2df","1707-09_315","18a1957e-effe-488d-bdba-1acfdc5516d2"
"2370f8a1-6a4e-4947-989d-6e57d05096d9","1690-10_212","450c7a30-5873-4952-abe7-3b814849cbfb"
"238b4cfc-a44c-4abe-b09c-89b8610fe954","1704-07b_400","5da293be-9738-4aac-a1ed-8ff664d17d78"
"2395477a-e97d-4abd-a61f-5855d0e12d7f","1705-08_79","2a7cb24e-343a-45d8-ab8e-f0a436ab6780"
"2395cc27-a368-455f-a3d8-843eb501629b","1707-09_353","b28acc7d-3ac5-42a6-b868-4c946e0ae01d"
"239a6ffa-2a7e-4b26-aff6-18c8f75ee947","1682-10b_294","c78ec5d9-5848-414f-96d8-a48a6bc360e9"
"239b9dd1-ae8e-4750-b0ce-2c2c6addd2b7","1707-01_309","c543c125-3ef8-4667-9bc3-88987fa36a72"
"23b0e1d6-9d58-49f3-965e-e4642912bf05","1696-10_320","6b672737-c4ed-43f0-b847-354478ee09fe"
"23c5f611-e6f0-4003-b249-9b1fe930ccb0","1701-04b_003","793ddb7d-1311-40ce-ad72-873ee9583409"
"23d4210d-4416-4750-8ef1-b6cd857b6dc1","1684-04_021","43d99c12-1b16-477f-ad52-1ec4c6fc0eae"
"23ef143e-0b9f-45ef-ab49-bceb116e62e8","1682-12_372","18a1957e-effe-488d-bdba-1acfdc5516d2"
"23f85da1-abbe-45a1-a4e5-a26950c3da88","1705-03_43","987b70f9-6260-4b2b-bcdf-d1a8464e9ed3"
"2413083c-39b1-4f92-a5c6-3b81e82574c8","1694-04_216","9fc66bde-ccbd-4c4e-b7d2-7d099c5bf1b4"
"24376a56-91ab-4eb9-a91f-b0f54dd68d77","1680-09e_003","1eebc4f1-8acc-4695-a288-591317bd2b59"
"24467373-5947-43ac-b1d5-8408a50abbe9","1704-07b_198b","e00f0da6-d363-473a-bcda-892ccca33786"
"2450dcd8-cdbf-4777-afe2-8ff99b0d66bc","1683-03e_207","5fad08d5-858b-4ea8-bb74-09115d454e9e"
"2452d532-97d6-4a11-a224-cb4e80a3a25b","1677-03_205","4b64a9ef-ccb6-4699-bd29-743c65bef860"
"24544558-1810-41ed-af20-95ad1a89759f","1681-02_262","8f48ff7d-d4f7-4159-bdb4-cf4857a36ea7"
"245caee6-bebf-43c0-964a-a147b41fa720","1706-01_273","d266bba5-dc6c-4e3a-9044-31afab5fec9d"
"246422e5-108e-4c85-9444-f51d4decddb7","1696-02_216","041cd06b-7912-4504-873f-0513d2ce0de6"
"247335d5-2cf0-4374-a8b7-2b5c9d7aac48","1680-01b_089","440893a9-3653-42e4-acf1-571c382c9b83"
"247f05f7-f989-45d0-b9a0-a2ca9023c2fe","1679-09_072","bb579543-cb10-42a5-8a30-221b06bcb377"
"2482b1ca-aff2-4e5e-869f-f0de4ff4ca9c","1701-08_170","441003cb-d168-4239-8287-c48a5d7b1b6a"
"2485b887-4fae-46c8-9fd3-d107e8aef281","1700-02_097","9445c6f5-5eb5-4fd4-9a3b-eaeb5e02c45f"
"24a3243b-4450-48b4-ae85-b34c3817f936","1682-10b_241","1ea21023-a1fd-44b5-aba4-0a76b5651aa2"
"24b7b286-e6a2-4c64-a599-26c16f5befd5","1701-12_225","9b325769-2f5f-4a84-8a8b-25599b001b25"
"24b82fd8-198c-4668-bbfe-bafbd7750c26","1704-07b_278","4b662b33-04b1-41b7-a4f1-e066de97bc55"
"24b9374a-c54a-47e4-9b28-1f711d8f8e8e","1701-02_021","46be9829-18c3-471c-aff1-233aadedb678"
"24d6a832-4816-4053-aa57-aad0668ed769","1697-10_229","ea8f4ad9-c429-4e6f-bd3d-0a2d5dcfcdb3"
"24df4c8d-3a79-4a8d-9c54-e902300097c7","1701-07_160","3e1efcf2-5215-41bb-b50f-84ce160ecc1c"
"24e9a3af-3ebb-4222-8f46-0d3eca3ca0b2","1687-04_074","4a41b834-9c38-4668-a1aa-d74f394f26fa"
"24f0f92c-1c80-4d12-b1f8-bab48ea8c683","1682-10b_064","dc8bdf79-fff7-4db9-8c6e-76fc96f7cab0"
"24f15fad-4c03-489c-b5d2-7bb68d10c093","1707-02_301","20091ff0-e7ce-4736-ba35-2224b7e2ebdf"
"250cdfee-fb06-49a8-bf4b-8a7261929f76","1690-07a_014","6a2403a9-702e-4e7b-a1c0-05a21bf8c425"
"251c5aa3-4193-4532-950a-6e0b0eb3fbdb","1702-03_29","d3ce0986-77ed-4ee5-a79b-d0d3ea15edec"
"252a4882-134f-42fe-9795-26652b156b33","1679-08_088","b98a1dfb-4197-488a-9dfd-9ba37e640fe6"
"252ad135-f3d5-40ce-b6f1-2d165dda94f3","1682-09b_068","3e48bb49-1942-485c-8049-f17259b15e33"
"253cc94f-dc18-4424-abae-fa10b8964c6f","1687-05_255","8f40f3c4-3a4e-44c9-8156-8d5a474b6109"
"2550ff6a-b942-44b1-b65e-4b7d79d94b33","1686-12b_126","8ba5b45b-4262-4b1f-908f-603f9cd52e2b"
"25640029-ef0e-4d95-932d-39953d585fa2","1692-03_144","8587dcaf-db74-46d9-a699-992acc077657"
"2565a298-f77d-4a02-b952-f6a93edf8e49","1689-01a_265","f4919a69-b001-4c60-b598-a0c1932bf2f2"
"2579c9cd-b6a3-4d70-8dd8-3ef77633f909","1672-01_207","ed58d719-851a-4476-b603-2d51b5cb250e"
"25925532-6992-432a-8ad5-a4b3d3a2f60f","1687-04_074","b7055d9d-8977-4e5a-bc4f-230fd9688d49"
"259a8f99-6439-4e09-aa03-b8732527ed55","1681-11_56","4ea1c22e-06e9-46e4-977e-09006a4eee10"
"25a19970-1f34-4545-b232-d23fac9b4022","1699-03_183","5a194723-8dbe-4eca-baff-09520ed3c420"
"25abc666-1e1d-4f30-909e-990c09252265","1702-09_47","e2892036-7a31-4bbd-83bc-fd55c77a37a0"
"25ba6fce-c192-4fe8-a436-2014224e437f","1705-01_24","98b68794-d6b8-4674-8701-fa6cde76f9b9"
"25d03786-c6eb-45fc-af28-054de9e2eb3c","1690-08_153","7ac18952-542e-43e5-aa65-d649c32b2e91"
"25e27c82-92bc-4b89-8c66-d8f3cde5b9d0","1687-03b_378","a88a0d1e-2acd-4917-9d1e-2a85656b7925"
"2613010f-78d5-4ea6-86a2-f19dc7351618","1693-02a_297","132440fa-e5eb-4972-800a-ab9c158a2cb4"
"2631c49b-a357-4ca2-980b-c808f640c70b","1704-08_307","ae34eedd-ba69-4be9-badb-1fc83cf29a7c"
"26396059-001c-46a5-bf6c-ba1218d6f361","1704-07b_178","8757d2f5-aea0-4e89-9627-aea0f5c8ad03"
"26842668-2258-4243-b7a8-beee877f8440","1682-10a_120","098fa6a2-0f21-41cc-81d6-922cac73ccaf"
"26c79283-ebe2-4ace-b000-8b629076e141","1687-11_282","ffdb9de5-f518-4728-9e5a-69a5ba08dca0"
"26f49955-598c-4c41-8b09-35bbba466fae","1680-09a_151","35bf4bd3-9c31-43cb-b99c-3efb6b14bc4f"
"273dbed1-30eb-4dc0-b390-1ee2f7118e8e","1683-04_134","c331d7e5-432a-41d4-ac13-169f21c055e2"
"274cacbe-9d54-489a-a1b8-decf2a18a821","1707-08_11","7ab03c13-8ea6-4764-bf8b-304c182d0b29"
"27599bc4-18b5-4462-853c-136adffa458a","1687-03b_200","054768ac-66f5-49fb-a47a-c9305be6b15f"
"275c3559-12d9-46ae-80ac-81114278b4c5","1682-04_203","2d4ab7d6-44c5-4b0d-837d-a066e14aa5db"
"2778cbdb-c011-405d-b4f9-4a2e9faf137b","1683-05_044","84b0aa80-8e78-4723-bea3-77911ff51700"
"27812ede-6dea-4672-8931-91ccdac0af0b","1704-07b_318","7ac18952-542e-43e5-aa65-d649c32b2e91"
"27899a95-de74-47b0-a10e-c606461ce7cb","1679-05_290","14a13a8f-7498-4dfb-87d0-5cfa6d08d59d"
"278f5df7-a694-4507-99ce-e81b5612d3e6","1679-03_161","6e84dfbc-5223-4578-a86d-4407eea4276a"
"27ae9821-a78d-47f1-a31d-04c674af21fb","1686-08_113","720832c4-dd6e-4a59-8b1b-acda126fe396"
"27b4f97e-7cf7-4990-9f2e-85a9314dae9d","1686-09a_213","edf10b28-2d44-49db-9fa4-b5a1350a6e59"
"27b9153e-dcb3-4db3-b5f5-c428202d17a9","1707-09_336","4780b6ac-b1aa-483a-9f75-3e9f68c6a8a6"
"27d53be0-ac81-4363-8a57-c913ace7112b","1689-02a_173","438dc7be-5ae5-4b63-a641-117dc6223eec"
"27e1052a-eec0-449a-99d7-bd19debca6e5","1704-07b_314","69798def-d58c-4490-9fcf-cb2378e2e746"
"27e69400-fd6f-41fe-acd1-7e4f1923f43c","1682-10a_138","8108eb3d-ec53-480b-9970-058dcf7e97a4"
"2850ab03-1d89-431d-85ea-305cb7a25968","1693-02a_096","cfd4c9d0-da8d-45fb-a0cf-abb7c4990a43"
"2852aede-ecc8-4af5-a550-6316285ad3f8","1706-08_252","068905c1-46fb-4c9f-9fc6-198fcf3c872b"
"285b75ef-d923-4ac1-96f9-24412315b16a","1688-03_317","1eebc4f1-8acc-4695-a288-591317bd2b59"
"287afe1b-cfe3-4cf0-98e5-fab7a6caec76","1706-02_288","6d697e74-0100-4129-a77c-43ecaad60014"
"2880a20e-9dc0-4963-a510-1deb141b82fa","1698-01_082","48275797-16fc-4201-b5a9-0596802cbac3"
"2887a7cd-577e-4bc1-918f-8f68c41d0930","1687-03b_195","793ddb7d-1311-40ce-ad72-873ee9583409"
"28893a58-29a8-438c-8abc-5d7dcd237e8b","1687-03b_206","8321f98c-e098-4085-868f-c8637e47873a"
"2890191e-74e5-45b7-b705-0228d865f5ba","1682-10a_266","7e208db8-6e32-4b6d-ae2f-baec255ab557"
"28b04829-a527-430e-af6e-b03502dc9ddd","1683-10a_143","5f5e176a-89b4-46c5-ae9b-deff4ac465a9"
"28dbdc7b-a2c6-4c44-9f27-7e2c3006d42b","1701-05a_091","4d766216-7341-40e4-9978-ba77ff0dd8b0"
"28f6dbf7-3f98-404d-b1b8-ad911ae2dfad","1692-08a_216","9849dffe-3d01-402b-84c7-a82f4b64f9f7"
"29086305-78d0-4e22-94ff-30deb7e59c95","1689-02a_173","408749e1-f947-4cd0-bc86-4d2f140c1716"
"291cedd8-d406-4ab6-b896-bc7982a8c1e2","1704-09_31","7cc707cb-8414-4d28-a0e1-8888a12c2245"
"2927fd64-b447-4820-8193-95188ad6b1f1","1703-07_285","1b50793a-fd7a-46b7-94f5-fa58cca4fc22"
"292c358e-0bbc-41ec-889b-6094a0339c56","1704-02_233","c812f174-3a48-42ee-9273-b69f7cb65f4c"
"292c38f3-3707-40a0-9990-7b7724f2ceff","1705-08_150","39cf63e9-5429-4753-8103-cb88190d7f7e"
"292d41a4-5f8f-42ed-b6f4-f30f899091c1","1704-07b_369","cf7c6546-85b4-42be-9624-d15405056de9"
"29488e98-1170-4ab1-8336-3e89de3c228f","1703-08_337","cf1b2e6a-2527-40e3-8d29-725433a54875"
"29496350-13e6-486c-b13a-874c2fb3546d","1682-09a_087","0d21603d-af9a-4022-8406-7d5bbcdaeb5c"
"294f9932-0c10-4d21-820c-555350872eda","1704-08_188","f19a7f72-9adf-41f4-9afd-d7b21e796e78"
"2953f534-3282-4a60-885b-9f9cde79197c","1698-11_170","f0c25fd3-197b-45ca-89e2-06d9a547edac"
"295506ae-3876-4b97-bd89-0af306606a06","1691-06_159","1f5e1b28-f609-48f7-bf5f-711d516f2e10"
"295dd108-e79a-4a6d-8c90-df82cd88a48f","1690-08_153","d79ceb0a-c0c2-4ffb-9ec0-5ab43909cd7b"
"296a84f7-bafb-4c2b-889f-f020c0da8ee1","1681-05_48","d788ef57-ca6b-4800-b8e1-262d653e1659"
"296cbebc-8605-407f-9533-490a700a9929","1704-02_244","f345a572-f181-4cb5-8d33-0fe9cdc85ccc"
"2974c7e8-97d0-440a-b3f3-fa07006a18ba","1679-01_330b","50ae8744-7f73-425f-b9b4-41427acbebe1"
"297ac113-bc76-4680-8be1-227082f55cda","1678-07_186","3bbc9445-897f-4f48-ba46-3f8cec563433"
"298e53b6-7360-4ccc-be42-af78506eab96","1691-04_204","fc650e22-4123-43b1-b6aa-a14c9dffec6f"
"29acb654-6dc5-45bc-8ff3-9785b5b66f6f","1701-11_249","4b666891-9f1a-4d7d-b2d0-438b1e4f48f9"
"29b8a59e-38fc-4343-aad6-bb5dc4c666ee","1677-03_205","10bbee56-597d-4ed2-a122-010f70edb831"
"29f603c5-b661-4ac6-ba91-4848fc3a16be","1687-03b_349","ff6efc31-945f-44e9-8060-6af27d9e728c"
"2a061991-1e2e-4bcd-93bf-8b947611a8cd","1685-01_067","c0206831-9fd0-4bff-b040-651f5bae8838"
"2a0aada1-a346-4f86-bff8-5d568345a99a","1692-02a_307","3a467c92-4e7d-4a7c-b965-9e091a21f76e"
"2a15405a-6366-4ae5-9277-be2258a95af5","1686-12a_335","18a1957e-effe-488d-bdba-1acfdc5516d2"
"2a1adfdb-a46f-4c6e-b6be-ff2d01d62a83","1690-02_078","f555f14f-f567-4729-8b6d-30674fd6eee1"
"2a1e506f-3c20-45dd-8220-b5ce92871e80","1681-05_48","51e95a55-cd94-41b9-95c4-182ea4811129"
"2a67fb5e-4cc7-475f-8e69-25ae167c5005","1688-09a_237","010f3512-f6d1-4353-aa79-35bd11934a77"
"2a81003f-1577-424a-9eac-7feaf1a6d80e","1682-08_199","c902202f-74a7-4c07-ac16-90d93fa366d7"
"2a8e039e-61bb-4d75-a2e8-3f9a9160c868","1707-09_5","e1aa3850-ab03-4f67-b631-d4f7144a68d5"
"2a92e701-fa3c-463b-b71b-1d560afb81a8","1689-02a_173","bd93af44-28ff-4eee-9b5a-78e715ada418"
"2aa96204-e170-4ba2-b343-fd3082255255","1697-08_178","7cb5b279-e8e2-4414-825a-38f4024ec91b"
"2aaadc2f-bb6a-4031-b815-406def2afe61","1682-11_343","4d128698-b7da-46e4-9a7f-72f7f8dc0d51"
"2aaca416-1187-4f30-89d4-15eb5b605c9c","1687-03b_304","51a634b3-5aeb-417c-8468-191e16c3a883"
"2ac40ca8-4c12-4e6e-bba8-1cfe17a60e73","1687-08a_045","3f65d441-5905-4ffd-b155-f622ead51281"
"2adee99b-e500-4dac-a0a7-f06033b886ef","1704-07b_336","b8359d1c-72ae-4c37-a64a-19930c97a1d9"
"2aebfcd6-e3aa-4d59-8dc5-fece433eb1ec","1682-10b_208","cef885ae-31a8-41ea-a9ea-6a951099b08c"
"2b06517b-076c-4a3b-a589-b0b58298f00b","1688-01_038","4a37d51b-6476-43cd-91b5-be31107647ac"
"2b14f518-a89f-4727-bdbb-61ffd29e3288","1679-02_039","2899624a-f9e4-484e-bd33-80efcbd5fd16"
"2b2a3840-eba5-4970-b2e1-1e33b1261da9","1686-04_215","f9ca100b-2ece-47a6-87fb-e50153587c90"
"2b69e290-fbbd-4205-a9fe-2fdb7d267683","1704-08_49","fd75cde1-8b3e-4d60-bffa-b57e8fb060fb"
"2b74e9e5-b754-46a7-a3f4-aebe1cfb2f7f","1682-10a_138","6bbc39b7-218a-4004-9065-7b8a1ce887c4"
"2b7ce486-b664-4cb0-8b63-a9c2765522f4","1673-06_022a","69c8b553-28d4-436a-b600-85be1e48b832"
"2b86e849-92df-4215-886b-67fa7fac3017","1686-09b_139","1b50793a-fd7a-46b7-94f5-fa58cca4fc22"
"2b8ffba4-7d73-4955-b222-c7aba3184974","1679-10b_043","858f78d0-c0cc-4d6d-bc62-88ca328f20b5"
"2b914085-2516-4f7e-8398-e6da1b3b372b","1687-03b_104","75936805-a3e0-486a-a627-52e688df71a0"
"2b99cdbf-56b2-4dcf-9641-156b4520473f","1682-09b_187","bf0e6be2-85a3-4232-9927-b5e244bac19d"
"2bad1c25-aff5-47e5-9483-57ed0fa05f17","1704-08_16","4c959e27-7b36-42a2-9e76-7f51ae65aaf6"
"2baef780-2eed-4fb7-aa4d-54c245334bbc","1704-07b_246","506f74fd-75c4-411d-a837-f04199410cf0"
"2bb60141-0aa1-4ea9-8b59-eb74ee18fec0","1682-08_146","0d21603d-af9a-4022-8406-7d5bbcdaeb5c"
"2bbe9a2c-b89b-406d-99b7-aa8833872091","1704-10_108","36a1dbb0-5a16-4d77-b3c8-a274c78b9579"
"2bc7b14d-1fc7-4f57-89ee-e18324487d4d","1681-10_195","b8ea3ccb-4ab2-46a6-a7b2-86ff2c5d0563"
"2bcf543e-6384-4a7e-b6fc-937597164b0a","1679-10a_288","6b44bd27-397c-422e-ad0c-98449eaf41e2"
"2bff8132-93f0-4f77-bf6d-79f1cd5e5c66","1682-07_265","c2fb59d6-9830-4cf0-8ce1-3c031d0c1780"
"2c116001-fc37-4ac0-a098-3a9afe150e6b","1688-04a_308","71757c21-98ad-4fce-97ec-78aa23083ed3"
"2c275233-e5c4-496b-955e-235dd506d216","1683-03e_207","4aa639a5-2679-4cf6-abd6-ecefbd57fe9a"
"2c28e2ef-f886-4fc1-8338-cf6ada620f7b","1698-07_196","88cec532-52a7-4c32-b4e2-65e294a24c6b"
"2c43fe78-eca4-485e-8142-ab8535a5e3a6","1707-04_162","4881922c-6a12-46e8-a8d0-b616fc59bf66"
